analytics_matchkey,industry_code_kind_of_business,reporting_subscriber_code,public_record_type_code,effective_date_date_verified,filed_date,paid_date,amount,public_record_source_type_code,equal_credit_opportunity_act_code,legislative_prohibited_code,plaintiff_name,attorney_name,docket_number
1347835,ZP,464,CJ,20120424,20110225,,5774,CI,I,1,,,
1347840,ZP,203,7X,20160121,20150930,20160120,,FE,I,1,,,
1347846,ZP,116,PC,20150128,20100111,20141112,920,CI,C,1,,,
1347846,ZP,110,CJ,20120620,20120417,,689,CI,I,1,,,
1347846,ZP,116,PC,20141125,20100518,20141112,307,CI,C,1,,,
1347847,ZP,5,CJ,20100511,20100426,,726,CI,I,1,,,
1347847,ZP,203,7X,20070307,20061101,20070226,,FE,I,1,,,
1347849,ZP,16E,7X,20140731,20140421,20140730,,FE,C,1,,,
1347849,ZP,309,CB,20121227,20120801,20140421,2739,CI,I,1,,,
1347850,ZP,167,CJ,20101020,20100813,,3927,CI,I,1,,,
1347853,ZP,195,SL,20110823,20110705,,4029,RD,C,1,,,
1347856,ZP,101,CB,20100316,20100122,20100323,2052,CI,I,1,,,
1347856,ZP,415,7X,20100721,20100323,20100720,,FE,I,1,,,
1347858,ZP,524,CJ,20100807,20100713,,804,CI,I,1,,,
1347859,ZP,26,PC,20130515,20120427,20130403,682,CI,I,1,,,
1347859,ZP,75,PC,20121116,20120829,20120924,5381,CI,I,1,,,
1347884,ZP,471,7X,20111027,20110627,20111026,,FE,I,1,,,
1347887,ZP,157,PC,20160430,20110323,20150811,1430,CI,I,1,,,
1347890,ZP,120,CJ,20110924,20110217,,1175,MU,I,1,,,
1347899,ZP,35K,7X,20100107,20090827,20100106,,FE,I,1,,,
1347904,ZP,111,CJ,20151028,20151026,,1975,CI,C,1,,,
1347904,ZP,111,CJ,20160907,20120409,,1659,CI,I,1,,,
1347906,Z,429,CJ,20100717,20100114,,600,CI,I,2,,,
1347908,ZP,700,7X,20080806,20070914,20080805,,FE,I,1,,,
1347908,ZP,35K,7F,20070918,20070914,,,FE,I,1,,,
1347913,ZP,436,CJ,20100622,20100309,,188,CI,I,1,,,
1347913,ZP,436,PC,20110902,20091110,20101209,287,CI,I,1,,,
1347918,ZP,529,PC,20160927,20150414,20160920,2311,CI,I,1,,,
1347924,ZP,97,RL,20160805,20151022,20160412,613,RD,I,1,,,
1347925,ZP,206,SL,20100407,20100122,,2777,RD,I,1,,,
1347936,ZP,143,CJ,20150624,20120907,,8397,CI,C,1,,,
1347944,ZP,1,7X,20140924,20140606,20140923,,FE,C,1,,,
1347944,ZP,1,3D,20130904,20130725,20130903,,FE,C,1,,,
1347944,Z,29J,RL,20160617,20141027,20160613,797,RD,C,1,,,
1347947,ZP,246,7X,20100311,20091030,20100310,,FE,I,1,,,
1347948,ZP,246,7X,20100910,20100517,20100909,,FE,I,1,,,
1347961,Z,18G,CJ,20140523,20130604,,2289,CI,C,1,,,
1347965,ZP,16E,7X,20090911,20090529,20090910,,FE,I,1,,,
1347985,Z,391,PC,20110721,20110120,20110630,6798,CI,I,1,,,
1347985,Z,391,CB,20110312,20101214,20110805,2997,CI,I,1,,,
1347985,ZP,445,7X,20111129,20110805,20111123,,FE,C,1,,,
1347986,ZP,445,7X,20111129,20110805,20111123,,FE,C,1,,,
1347992,ZP,28,CJ,20100825,20091222,,1449,CI,I,2,,,
1347998,ZP,48,PC,20151226,20150517,20151112,1416,CI,I,1,,,
1347998,ZP,69,PC,20160812,20151104,20160727,793,CI,I,1,,,
1348014,ZP,185,7X,20130124,20121018,20130122,,FE,I,1,,,
1348020,ZP,197,FT,20160817,20160524,,58069,RD,C,1,,,
1348020,ZP,185,FT,20130405,20130306,,48332,RD,I,1,,,
1348020,Z,190,PC,20111230,20110531,20111209,1100,CI,I,1,,,
1348021,ZP,507,CB,20100729,20091102,20120320,7189,CI,I,1,,,
1348021,ZP,694,7X,20120627,20120320,20120626,,FE,C,1,,,
1348028,ZP,23N,CJ,20140604,20100429,,5272,RD,I,1,,,
1348044,ZP,56,PL,20120622,20110114,20110425,624,RD,I,1,,,
1348044,ZP,381,3F,20150410,20140925,,,FE,I,1,,,
1348044,ZP,205,PC,20151201,20131113,20150831,724,RD,I,2,,,
1348044,ZP,56,PL,20120706,20120320,20120628,173,RD,I,1,,,
1348044,ZP,205,PC,20151106,20130225,20141014,823,RD,I,1,,,
1348053,ZP,126,PC,20160407,20130320,20150515,10632,SU,I,1,,,
1348059,ZP,97,PC,20130716,20121026,20130411,417,CI,I,2,,,
1348059,ZP,485,7X,20090703,20090306,20090702,,FE,I,1,,,
1348061,ZP,694,7X,20090401,20081201,20090331,,FE,C,1,,,
1348062,ZP,150,CJ,20120829,20120521,,7046,MU,I,1,,,
1348072,ZP,09M,CJ,20100423,20100412,,12525,CI,I,1,,,
1348073,ZP,25R,RL,20131120,20110315,20131004,1538,RD,I,1,,,
1348073,ZP,25R,RL,20140603,20130916,20140519,30924,RD,I,1,,,
1348074,ZP,14,CJ,20160301,20111223,,3244,CI,C,1,,,
1348085,ZP,35B,7X,20141007,20140624,20141006,,FE,I,1,,,
1348085,ZP,34W,CB,20151223,20140616,20140624,1177,MU,I,1,,,
1348087,ZP,881,CJ,20140205,20140102,,1454,CI,I,1,,,
1348093,ZP,246,CJ,20151006,20150319,,677,MU,I,1,,,
1348098,ZP,454,7X,20141218,20140908,20141217,,FE,I,1,,,
1348098,ZP,358,PC,20120712,20111025,20120601,670,CI,I,1,,,
1348099,ZP,35B,7X,20120112,20110930,20120111,,FE,I,1,,,
1348101,ZP,65,CJ,20151211,20151104,,2505,CI,I,1,,,
1348102,ZP,211,CJ,20110330,20101007,,2317,CI,C,1,,,
1348102,ZP,141,SL,20100921,20100812,,582,RD,I,1,,,
1348102,ZP,141,TL,20151029,20150916,,243,RD,C,1,,,
1348102,ZP,01T,3X,20150529,20111004,20150528,,FE,C,1,,,
1348103,ZP,01T,3X,20150529,20111004,20150528,,FE,C,1,,,
1348103,ZP,211,PC,20130927,20101007,20110728,2317,CI,C,1,,,
1348106,ZP,185,SL,20101027,20100928,,469,RD,I,1,,,
1348107,ZP,1,PC,20160402,20150809,20160319,0,CI,I,1,,,
1348107,ZP,86,CJ,20110611,20110526,,2197,CI,I,1,,,
1348107,ZP,82,7X,20080701,20080201,20080626,,FE,I,1,,,
1348107,ZP,86,CJ,20160329,20151203,,447,CI,I,2,,,
1348112,ZP,60,CJ,20150206,20150112,,1354,CI,I,1,,,
1348125,ZP,419,3X,20160803,20110210,20160802,,FE,C,1,,,
1348129,ZP,256,CJ,20111108,20111017,,3000,CI,I,1,,,
1348129,ZP,276,7X,20081107,20080808,20081106,,FE,I,1,,,
1348129,ZP,256,PC,20141001,20130605,20130823,2334,CI,I,1,,,
1348135,ZP,53,7X,20140708,20140306,20140707,,FE,I,1,,,
1348135,ZP,53,3F,20070308,20070308,,,FE,C,1,,,
1348136,ZP,25N,TL,20150926,20150910,,907,RD,C,1,,,
1348136,ZP,25N,TL,20120922,20120913,,447,RD,C,1,,,
1348136,ZP,25N,TL,20141028,20140910,,923,RD,C,1,,,
1348152,ZP,26P,3X,20130808,20100611,20130807,,FE,C,1,,,
1348154,ZP,95,CJ,20120717,20120709,,3575,CI,C,1,,,
1348175,ZP,72,FT,20160826,20160201,,58385,RD,C,1,,,
1348184,Z,476,CJ,20140528,20131212,,2394,CI,I,1,,,
1348190,ZP,16M,CJ,20150703,20150611,,2487,CI,I,1,,,
1348193,ZP,157,CB,20131207,20131014,20150319,1486,CI,I,1,,,
1348193,ZP,157,PC,20120412,20100201,20120301,826,CI,I,1,,,
1348193,ZP,419,7X,20150701,20150319,20150630,,FE,I,1,,,
1348199,ZP,309,3D,20140227,20140127,20140226,,FE,C,1,,,
1348199,ZP,309,7X,20141127,20140716,20141126,,FE,C,1,,,
1348200,ZP,82,7X,20091125,20081003,20091124,,FE,C,1,,,
1348204,Z,79,FT,20150127,20141223,,14133,RD,C,1,,,
1348204,ZP,246,PC,20140211,20120103,20130104,3045,CI,I,1,,,
1348204,Z,222,RL,20131219,20100901,20101230,366,RD,C,1,,,
1348204,Z,222,RL,20131219,20100901,20110330,293,RD,C,1,,,
1348210,ZP,418,7X,20100223,20091113,20100222,,FE,C,1,,,
1348211,ZP,418,7X,20100223,20091113,20100222,,FE,C,1,,,
1348213,ZP,239,CJ,20151001,20121206,,4776,CI,I,1,,,
1348213,ZP,239,PC,20140501,20120613,20130110,1792,CI,I,1,,,
1348213,ZP,187,7X,20100617,20100309,20100616,,FE,I,1,,,
1348219,ZP,970,7X,20091111,20090813,20091110,,FE,I,1,,,
1348219,ZP,974,RL,20100406,20090806,20100322,187,RD,I,1,,,
1348219,ZP,25C,CJ,20150225,20141017,,786,CI,I,1,,,
1348222,Z,19B,RL,20151205,20150724,20150914,1231,RD,I,1,,,
1348226,ZP,849,RL,20130529,20100930,20130502,479,RD,I,1,,,
1348253,ZP,1,CP,20160903,20150809,,5624,CI,I,1,,,
1348254,ZP,1,PC,20140820,20131031,20140811,698,CI,I,1,,,
1348254,ZP,82,7X,20090617,20090304,20090616,,FE,I,1,,,
1348257,ZP,41,CJ,20111005,20110523,,2022,CI,I,1,,,
1348262,ZP,694,7X,20130710,20130412,20130709,,FE,C,1,,,
1348263,ZP,694,7X,20130710,20130412,20130709,,FE,C,1,,,
1348265,ZP,46,CJ,20110323,20110119,,1478,CI,I,1,,,
1348265,ZP,46,CJ,20120516,20120312,,3758,CI,I,1,,,
1348266,ZP,301,PC,20150120,20130510,20130712,900,CI,I,1,,,
1348269,ZP,27V,CJ,20100501,20100422,,745,CI,I,1,,,
1348285,ZP,505,PL,20160206,20140403,20140503,4195,RD,C,1,,,
1348286,ZP,505,PL,20150626,20140403,20150312,4195,RD,C,1,,,
1348292,ZP,132,PC,20130702,20100928,20130523,2371,CI,I,1,,,
1348292,ZP,132,CJ,20160518,20160428,,6794,CI,I,1,,,
1348293,ZP,46,PC,20140205,20120831,20140113,2628,CI,I,1,,,
1348293,ZP,81,CJ,20120908,20120830,,926,CI,I,1,,,
1348294,ZP,337,CJ,20121221,20121211,,1792,CI,I,1,,,
1348294,ZP,6,FT,20151223,20151104,,11913,RD,I,1,,,
1348297,ZP,418,7X,20070815,20070501,20070814,,FE,I,1,,,
1348300,ZP,164,CB,20101012,20100806,20131118,8241,CI,I,1,,,
1348300,ZP,415,7X,20140225,20131118,20140221,,FE,I,1,,,
1348300,ZP,164,CB,20131002,20130719,20131118,908,CI,I,1,,,
1348300,ZP,164,CB,20110406,20110107,20131118,1981,CI,I,1,,,
1348305,ZP,62,CJ,20150408,20150319,,8365,CI,I,2,,,
1348307,ZP,1,7X,20090929,20090612,20090928,,FE,I,1,,,
1348307,Z,28W,PC,20140715,20110627,20121210,713,CI,I,1,,,
1348307,Z,13C,CJ,20111021,20101214,,560,CI,I,1,,,
1348307,Z,28W,CJ,20110302,20100714,,270,CI,I,1,,,
1348312,Z,407,PC,20130514,20130116,20130403,219,CI,I,1,,,
1348313,ZP,471,7X,20090611,20090212,20090610,,FE,I,1,,,
1348320,ZP,03F,7X,20140118,20131014,20140117,,FE,I,1,,,
1348331,ZP,221,CJ,20100916,20100825,,1155,CI,I,1,,,
1348331,ZP,221,PC,20130216,20121127,20130208,616,CI,I,1,,,
1348333,ZP,279,3X,20140513,20110426,20140512,,FE,I,1,,,
1348337,ZP,839,CJ,20160309,20160301,,1901,CI,I,1,,,
1348337,ZP,41,PC,20150519,20140919,20150512,400,CI,C,1,,,
1348337,ZP,41,CJ,20110504,20110329,,295,CI,C,1,,,
1348337,ZP,831,PC,20130723,20121101,20130717,289,CI,I,1,,,
1348337,ZP,41,CJ,20131113,20130415,,200,CI,I,1,,,
1348337,ZP,41,PC,20140503,20130708,20140422,633,CI,I,1,,,
1348337,ZP,41,PC,20140108,20130723,20131231,511,CI,I,1,,,
1348345,ZP,137,RL,20110830,20110204,20110810,2892,RD,C,1,,,
1348345,ZP,137,RL,20110830,20101216,20110810,552,RD,C,1,,,
1348345,ZP,50,PC,20160802,20100611,20160511,17316,CI,C,1,,,
1348345,ZP,137,RL,20120717,20100505,20120611,2677,RD,C,1,,,
1348345,ZP,137,RL,20150324,20130528,20150129,681,RD,C,1,,,
1348345,ZP,137,RL,20150123,20130221,20141212,4146,RD,I,1,,,
1348345,ZP,137,RL,20131010,20120309,20130808,3099,RD,C,1,,,
1348372,ZP,35B,7X,20111215,20110829,20111214,,FE,C,1,,,
1348380,ZP,185,7X,20110629,20110317,20110627,,FE,I,1,,,
1348381,ZP,185,7X,20110629,20110317,20110627,,FE,I,1,,,
1348387,ZP,862,SL,20110802,20110711,,496,RD,C,1,,,
1348388,ZP,1,CJ,20160112,20151215,,457,CI,I,1,,,
1348388,ZP,1,CJ,20151224,20151110,,758,CI,I,1,,,
1348391,ZP,111,PC,20131022,20110719,20130808,693,CI,I,1,,,
1348391,ZP,111,PC,20150127,20110719,20141212,6645,CI,I,1,,,
1348393,ZP,259,7X,20090703,20090212,20090701,,FE,C,1,,,
1348409,ZP,175,PC,20150915,20130611,20150623,602,CI,I,2,,,
1348412,Z,152,CJ,20100217,20100204,,695,CI,I,2,,,
1348415,ZP,37,FT,20150807,20150420,,10274,RD,C,1,,,
1348415,ZP,37,SL,20140415,20140401,,2084,RD,I,1,,,
1348415,ZP,37,SL,20140408,20140401,,1782,RD,I,1,,,
1348415,ZP,563,3D,20130813,20091223,20130812,,FE,C,1,,,
1348415,ZP,563,7X,20150918,20150602,20150917,,FE,C,1,,,
1348416,ZP,256,CJ,20140429,20140313,,417,CI,I,1,,,
1348421,ZP,203,7X,20110607,20100528,20100928,,FE,I,1,,,
1348431,ZP,126,CJ,20130918,20130314,,23261,MU,I,1,,,
1348431,ZP,126,PC,20151219,20130115,20150518,17174,MU,I,1,,,
1348440,ZP,1,7X,20080320,20071011,20080319,,FE,C,1,,,
1348460,ZP,279,7X,20120908,20120531,20120907,,FE,I,1,,,
1348461,ZP,168,RL,20150512,20141006,20150420,775,RD,C,1,,,
1348461,ZP,168,RL,20140904,20121015,20140630,1301,RD,C,1,,,
1348461,ZP,168,RL,20150331,20131021,20150223,813,RD,C,1,,,
1348466,ZP,263,CJ,20131206,20131126,,897,CI,I,1,,,
1348466,ZP,263,CJ,20101109,20101105,,2852,CI,I,1,,,
1348466,ZP,263,CJ,20100114,20100107,,555,CI,C,1,,,
1348467,ZP,263,CJ,20100114,20100107,,555,CI,C,1,,,
1348488,Z,495,CJ,20150131,20150121,,245,CI,I,1,,,
1348493,ZP,215,PC,20130409,20111020,20130320,1624,CI,I,1,,,
1348493,ZP,849,RL,20130216,20100517,20130208,1692,RD,I,1,,,
1348493,ZP,01Z,7X,20080703,20080314,20080702,,FE,I,1,,,
1348495,Z,119,PC,20160304,20150923,20151124,2884,CI,I,1,,,
1348502,ZP,00P,CJ,20110706,20110414,,2009,RD,I,1,,,
1348507,ZP,157,CJ,20100409,20100303,,609,CI,I,1,,,
1348509,ZP,23N,CJ,20140305,20130809,,5786,RD,I,1,,,
1348517,ZP,26P,7X,20130326,20121218,20130325,,FE,I,1,,,
1348519,ZP,53,RL,20130702,20130128,20130628,262,RD,C,1,,,
1348519,ZP,53,RL,20130720,20121025,20130715,1493,RD,C,1,,,
1348519,ZP,53,SL,20160803,20160729,,572,RD,C,1,,,
1348520,ZP,24F,3X,20140813,20100527,20140811,,FE,I,1,,,
1348523,ZP,16N,CJ,20111004,20110315,,4800,CI,I,1,,,
1348530,ZP,502,CJ,20140410,20140130,,528,CI,C,1,,,
1348530,ZP,502,CJ,20150616,20120601,,115,CI,I,1,,,
1348533,ZP,81,PC,20111015,20110627,20110912,1775,CI,I,1,,,
1348537,Z,397,CJ,20160720,20150107,,35744,CI,C,1,,,
1348537,Z,398,SL,20100526,20100104,,2349,RD,I,1,,,
1348539,ZP,161,PF,20111108,20100721,20111107,4221,RD,I,1,,,
1348539,ZP,2,CJ,20100209,20091104,,4669,CI,I,2,,,
1348539,ZP,214,CJ,20111004,20110829,,22538,CI,I,1,,,
1348540,ZP,837,CJ,20140923,20140822,,680,CI,I,1,,,
1348540,ZP,830,7X,20100310,20091130,20100309,,FE,C,1,,,
1348541,ZP,830,7X,20100310,20091130,20100309,,FE,C,1,,,
1348541,ZP,837,CJ,20140923,20140822,,680,CI,I,1,,,
1348542,ZP,257,7X,20070912,20070525,20070910,,FE,C,1,,,
1348544,ZP,249,PF,20160203,20150608,20151222,10797,RD,C,1,,,
1348559,ZP,37,CJ,20120413,20120316,,1240,CI,C,1,,,
1348564,ZP,178,PC,20151010,20130625,20150710,1075,CI,I,1,,,
1348564,ZP,178,PC,20121107,20101220,20120907,805,CI,I,1,,,
1348564,ZP,178,PC,20151010,20131209,20150728,800,CI,I,1,,,
1348573,ZP,216,CJ,20150110,20140823,,2233,CI,I,1,,,
1348574,ZP,216,CJ,20150110,20140823,,2233,CI,I,1,,,
1348578,ZP,450,PC,20110706,20110225,20110511,409,CI,I,1,,,
1348578,ZP,450,CJ,20120417,20101221,,634,CI,I,1,,,
1348578,ZP,450,PC,20111108,20100329,20100811,413,CI,I,1,,,
1348578,ZP,450,CJ,20120717,20120517,,2439,CI,I,1,,,
1348590,ZP,330,7X,20130123,20121016,20130122,,FE,I,1,,,
1348598,ZP,352,PL,20130410,20121204,20130215,160,RD,I,1,,,
1348599,ZP,217,CJ,20120620,20120217,,2120,CI,I,1,,,
1348599,ZP,25N,RL,20120419,20111220,20120409,8566,RD,I,1,,,
1348599,ZP,25N,RL,20120302,20090821,20120223,4880,RD,I,1,,,
1348599,ZP,34D,RL,20111207,20101221,20111129,11487,RD,I,1,,,
1348603,ZP,441,PC,20160706,20150807,20160617,996,CI,I,1,,,
1348616,ZP,3,7X,20130404,20121220,20130403,,FE,C,1,,,
1348617,ZP,3,7X,20130404,20121220,20130403,,FE,C,1,,,
1348619,ZP,149,CJ,20111014,20100806,,4334,CI,I,1,,,
1348624,ZP,144,CJ,20100206,20100125,,2672,CI,I,1,,,
1348624,ZP,144,CJ,20100401,20100329,,1429,CI,I,1,,,
1348636,ZP,16,SL,20110125,20101215,,3196,RD,I,1,,,
1348644,ZP,26Y,PC,20121023,20120209,20121018,348,CI,I,1,,,
1348644,ZP,26Y,CJ,20091230,20091211,,400,CI,I,1,,,
1348647,ZP,303,CJ,20160614,20160524,,2300,CI,I,1,,,
1348653,ZP,616,CJ,20110611,20110325,,1106,MU,I,1,,,
1348657,ZP,1,7X,20081115,20080808,20081113,,FE,C,1,,,
1348657,ZP,8,CJ,20140130,20140123,,619,CI,I,2,,,
1348658,ZP,01L,7X,20090305,20070629,20090304,,FE,C,1,,,
1348658,ZP,114,RL,20111216,20110623,20110818,579,RD,I,1,,,
1348658,ZP,114,RL,20100316,20090616,20100310,287,RD,C,1,,,
1348665,ZP,121,CJ,20151121,20151028,,2048,CI,I,1,,,
1348671,ZP,287,7X,20110212,20101110,20110210,,FE,C,1,,,
1348674,ZP,483,7X,20111229,20110901,20111227,,FE,C,1,,,
1348675,ZP,5,CJ,20140826,20140527,,8702,CI,I,1,,,
1348676,ZP,84,CJ,20160730,20160627,,169,CI,I,1,,,
1348677,ZP,15Q,7X,20140405,20120305,20140403,,FE,C,1,,,
1348681,ZP,188,CJ,20160413,20140807,,332,CI,I,1,,,
1348685,ZP,153,SL,20100831,20100820,,5291,RD,I,1,,,
1348685,ZP,155,CJ,20100414,20100224,,200,CI,I,1,,,
1348685,ZP,155,CJ,20101026,20100916,,1139,CI,I,1,,,
1348685,ZP,155,CJ,20101123,20100915,,1007,CI,I,1,,,
1348690,ZP,3,7X,20131115,20130502,20130813,,BK,I,1,,,
1348694,ZP,178,CJ,20150630,20150610,,658,CI,C,1,,,
1348694,ZP,177,PL,20110112,20100524,20101202,109,RD,I,1,,,
1348694,ZP,178,CJ,20130109,20121004,,1125,CI,I,1,,,
1348709,ZP,09V,PC,20140107,20100506,20120821,3979,CI,C,1,,,
1348715,ZP,197,RL,20101222,20100908,20101215,194,RD,I,1,,,
1348725,ZP,29R,PC,20120626,20120306,20120611,538,CI,I,1,,,
1348726,ZP,372,7X,20090815,20090415,20090814,,FE,I,1,,,
1348731,ZP,1,3F,20110526,20110525,,,FE,I,1,,,
1348731,Z,09P,SL,20110127,20110105,,400,RD,I,1,,,
1348734,ZP,306,CJ,20140521,20130702,,1968,CI,I,1,,,
1348738,ZP,529,PC,20150905,20131203,20150123,1601,CI,I,1,,,
1348738,ZP,529,PC,20160825,20131202,20151029,1770,CI,I,1,,,
1348743,ZP,8,CJ,20150224,20141218,,1994,CI,I,1,,,
1348745,ZP,316,PC,20120731,20101206,20110227,1036,CI,I,1,,,
1348745,ZP,316,CJ,20121106,20121011,,3676,CI,I,1,,,
1348746,ZP,372,7X,20071110,20070724,20071108,,FE,C,1,,,
1348747,ZP,265,CJ,20110928,20110822,,1075,CI,I,2,,,
1348750,ZP,499,CJ,20150506,20150408,,1250,CI,C,1,,,
1348750,ZP,499,CJ,20150313,20150304,,630,CI,I,1,,,
1348754,ZP,128,PF,20130514,20080512,20130508,10183,RD,C,1,,,
1348759,ZP,722,CJ,20150325,20140207,,314,MU,I,1,,,
1348772,ZP,782,CB,20120530,20110524,20110907,2884,CI,I,1,,,
1348772,ZP,03F,7X,20120124,20110907,20120123,,FE,C,1,,,
1348774,ZP,5,PC,20160123,20150520,20151226,845,CI,I,1,,,
1348775,ZP,195,RL,20120802,20100928,20120622,1062,RD,I,1,,,
1348779,ZP,26P,7X,20120717,20120406,20120716,,FE,I,1,,,
1348781,ZP,2,7X,20130829,20121228,20130828,,FE,C,1,,,
1348786,ZP,12,SL,20150602,20110620,,347,CR,I,1,,,
1348786,ZP,84,SL,20150602,20111206,,1902,RD,I,1,,,
1348786,ZP,84,SL,20150602,20130227,,603,RD,I,1,,,
1348786,ZP,08S,7X,20160308,20151119,20160307,,FE,I,1,,,
1348786,ZP,137,RL,20150602,20091118,20140402,842,RD,I,1,,,
1348798,ZP,445,3X,20160122,20110915,20160121,,FE,C,1,,,
1348799,ZP,415,7X,20130905,20130520,20130904,,FE,C,1,,,
1348799,ZP,188,CB,20131120,20130409,20130520,12887,CI,C,1,,,
1348799,ZP,63,PC,20121002,20120724,20120917,411,CI,I,1,,,
1348799,ZP,63,CB,20110104,20101122,20130520,400,CI,I,1,,,
1348800,ZP,376,7X,20110511,20110202,20110510,,FE,I,1,,,
1348808,ZP,1,PC,20110518,20100609,20110224,869,CI,I,1,,,
1348808,ZP,157,PC,20160430,20150922,20160202,639,CI,C,1,,,
1348818,ZP,25,PC,20160708,20160108,20160622,424,CI,I,2,,,
1348831,ZP,77,CJ,20140225,20121105,,651,CI,I,1,,,
1348831,ZP,77,CJ,20130213,20120418,,7527,CI,I,1,,,
1348831,ZP,77,PC,20110104,20100310,20100929,2338,CI,I,2,,,
1348835,ZP,108,7X,20110924,20110524,20110923,,FE,I,1,,,
1348837,ZP,58,SL,20140624,20140610,,2602,RD,I,1,,,
1348837,ZP,58,SL,20150818,20150724,,2590,RD,I,1,,,
1348837,ZP,58,SL,20130620,20130617,,1819,RD,I,1,,,
1348837,ZP,58,RL,20150220,20130514,20150122,3165,RD,I,1,,,
1348837,ZP,58,SL,20130620,20130603,,4273,RD,I,1,,,
1348844,ZP,113,CJ,20140429,20140212,,1615,CI,I,1,,,
1348844,ZP,436,7X,20111209,20110111,20111208,,FE,C,1,,,
1348844,ZP,113,CJ,20150821,20150211,,1645,CI,I,1,,,
1348847,ZP,35K,7X,20090909,20090406,20090904,,FE,C,1,,,
1348869,ZP,411,7X,20131127,20130829,20131126,,FE,I,1,,,
1348879,ZP,1,CJ,20110817,20110512,,9073,CI,I,1,,,
1348880,ZP,118,CJ,20131126,20131016,,1801,MU,I,1,,,
1348883,ZP,155,CJ,20131016,20130821,,268,CI,I,1,,,
1348883,ZP,207,CJ,20141127,20141010,,439,CI,I,1,,,
1348887,ZP,419,7F,20160727,20160726,,,FE,I,1,,,
1348894,ZP,263,CJ,20150929,20150924,,1213,CI,I,1,,,
1348894,ZP,107,7X,20090815,20090430,20090814,,FE,C,1,,,
1348894,ZP,304,SL,20150901,20150827,,2815,RD,I,1,,,
1348899,ZP,478,CJ,20150411,20150121,,1433,CI,C,1,,,
1348908,ZP,168,SL,20160510,20160329,,3580,RD,I,1,,,
1348908,ZP,126,RL,20160315,20151016,20160217,266,RD,I,1,,,
1348908,ZP,168,PL,20160114,20150728,20150915,183,CI,I,1,,,
1348919,ZP,276,3D,20140523,20091208,20140522,,FE,I,1,,,
1348920,ZP,276,3D,20140523,20091208,20140522,,FE,I,1,,,
1348921,ZP,276,3D,20140523,20091208,20140522,,FE,I,1,,,
1348924,Z,592,RL,20120417,20101203,20120323,1038,RD,C,1,,,
1348925,ZP,10J,PL,20150428,20090323,20140922,8595,RD,C,1,,,
1348925,ZP,10J,PL,20150428,20081107,20150306,8490,RD,C,1,,,
1348926,ZP,19B,CJ,20150929,20150825,,4444,CI,I,1,,,
1348927,ZP,34W,PC,20130620,20091208,20130604,521,MU,I,1,,,
1348927,ZP,35K,7X,20091015,20090514,20091014,,FE,C,1,,,
1348930,ZP,454,7X,20090422,20090112,20090421,,FE,C,1,,,
1348930,ZP,150,CJ,20151015,20151005,,6000,CI,I,1,,,
1348936,ZP,09N,CJ,20131113,20130604,,739,CI,C,1,,,
1348944,ZP,541,PC,20150505,20140131,20150108,1272,CI,C,1,,,
1348952,ZP,81,PC,20150408,20131023,20150331,5676,CI,I,1,,,
1348952,ZP,81,PL,20150624,20130211,20150616,5455,RD,I,1,,,
1348954,ZP,277,3X,20150819,20110427,20150818,,FE,I,1,,,
1348964,ZP,35Q,7X,20100727,20100409,20100726,,FE,I,1,,,
1348976,ZP,144,PC,20110810,20110426,20110727,2265,CI,C,1,,,
1348976,ZP,144,PC,20120201,20091202,20120126,2020,CI,I,1,,,
1348977,ZP,42,PC,20141112,20140910,20141022,63,CI,I,1,,,
1348977,ZP,42,PC,20140212,20130624,20130828,521,CI,I,1,,,
1348980,ZP,592,3F,20160401,20160330,,,FE,I,1,,,
1348984,ZP,1,3D,20110622,20101130,20110620,,FE,C,1,,,
1348987,ZP,700,7X,20130222,20121109,20130221,,FE,C,1,,,
1348991,ZP,15P,7X,20121208,20120831,20121206,,FE,I,1,,,
1348999,ZP,246,7D,20080729,20080116,20080728,,FE,C,1,,,
1348999,ZP,246,7X,20090610,20081212,20090609,,FE,C,1,,,
1349000,ZP,246,7D,20080729,20080116,20080728,,FE,C,1,,,
1349000,ZP,246,7X,20090610,20081212,20090609,,FE,C,1,,,
1349005,ZP,110,CJ,20100303,20100218,,1328,CI,I,1,,,
1349005,ZP,110,PC,20150630,20130812,20140702,782,CI,C,1,,,
1349012,ZP,147,RL,20150506,20090626,20111004,124,RD,I,1,,,
1349012,ZP,319,CJ,20130619,20121127,,1998,CI,I,1,,,
1349015,Z,495,PL,20131225,20110429,20120405,255,RD,I,1,,,
1349015,Z,497,PC,20110621,20110114,20110209,312,CI,I,2,,,
1349024,ZP,471,7X,20100729,20100407,20100728,,FE,I,1,,,
1349025,ZP,27,CJ,20151229,20110912,,1705,CI,C,1,,,
1349026,Z,09X,CJ,20140806,20130205,,1262,CI,I,2,,,
1349030,ZP,218,7X,20121107,20120720,20121106,,FE,C,1,,,
1349031,ZP,69,PC,20160406,20150922,20160113,507,CI,I,1,,,
1349031,ZP,69,PC,20110119,20100604,20101105,816,CI,I,1,,,
1349031,ZP,69,CJ,20160909,20160715,,775,CI,I,1,,,
1349034,ZP,84,PL,20121116,20120207,20121105,10800,RD,C,1,,,
1349036,ZP,974,RL,20111203,20110708,20111118,474,RD,I,1,,,
1349036,ZP,970,3D,20121211,20101202,20121210,,FE,I,1,,,
